,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
19,Agricultural GVA,Italy,RCP8.5,2100,No CC,%,-10.44,NA,NA,NA,NA,NA,Highlights,National level Agricultural GVA loss
20,Labor productivity,Italy,Historical Norms,1980,1°C increase in temperature,%,-5,NA,NA,NA,NA,NA,Highlights,"Poorer provinces, approximate start year"
21,per-capita GDP Growth Rate,Italy,Historical Norms,2014,past 30 years,% change,0.0102,0.0039,NA,NA,NA,NA,Page 16,Positive impact of temperature increase on GDP per-capita growth rate in non-poor provinces under Specification 1.
22,per-capita GDP Growth Rate,Italy,Historical Norms,2014,past 30 years,% change,-0.0299,0.0290,NA,NA,NA,NA,Page 16,Negative/Non-significant impact of temperature decrease on GDP per-capita growth rate in non-poor provinces under Specification 1.
23,GVA per-worker Growth Rate,Italy,Historical Norms,2014,past 30 years,% change,-0.1174,0.0225,NA,NA,NA,NA,Page 16,Negative impact of temperature increase on Agriculture GVA per-worker growth rate under Specification 1.
24,GVA per-worker Growth Rate,Italy,Historical Norms,2014,past 30 years,% change,-0.1216,0.0908,NA,NA,NA,NA,Page 16,Negative/Non-significant impact of temperature decrease on Agriculture GVA per-worker growth rate under Specification 1.
25,GDP per capita,Italy,RCP 4.5,2050,No CC,%,-0.06,NA,NA,NA,NA,NA,17,
26,GDP per capita,Italy,RCP 8.5,2050,No CC,%,-1.01,NA,NA,NA,NA,NA,17,
27,GDP per capita,Italy,RCP 4.5,2100,No CC,%,-0.15,NA,NA,NA,NA,NA,17,
28,GDP per capita,Italy,RCP 8.5,2100,No CC,%,-2.72,NA,NA,NA,NA,NA,17,
29,Agricultural GVA per worker,Italy,RCP 4.5,2050,No CC,%,-0.08,NA,NA,NA,NA,NA,17,
30,Agricultural GVA per worker,Italy,RCP 8.5,2050,No CC,%,-3.89,NA,NA,NA,NA,NA,17,
31,Agricultural GVA per worker,Italy,RCP 4.5,2100,No CC,%,-0.02,NA,NA,NA,NA,NA,17,
32,Agricultural GVA per worker,Italy,RCP 8.5,2100,No CC,%,-10.44,NA,NA,NA,NA,NA,17,
33,GDP per capita,Italy (Rich provinces),RCP 4.5,2050,No CC,%,-0.19,NA,NA,NA,NA,NA,17,
34,GDP per capita,Italy (Rich provinces),RCP 8.5,2050,No CC,%,-1.18,NA,NA,NA,NA,NA,17,
35,GDP per capita,Italy (Rich provinces),RCP 4.5,2100,No CC,%,-0.51,NA,NA,NA,NA,NA,17,
36,GDP per capita,Italy (Rich provinces),RCP 8.5,2100,No CC,%,-3.43,NA,NA,NA,NA,NA,17,
37,Agricultural GVA per worker,Italy (Rich provinces),RCP 4.5,2050,No CC,%,-0.16,NA,NA,NA,NA,NA,17,
38,Agricultural GVA per worker,Italy (Rich provinces),RCP 8.5,2050,No CC,%,-2.01,NA,NA,NA,NA,NA,17,
39,Agricultural GVA per worker,Italy (Rich provinces),RCP 4.5,2100,No CC,%,-0.40,NA,NA,NA,NA,NA,17,
40,Agricultural GVA per worker,Italy (Rich provinces),RCP 8.5,2100,No CC,%,-5.16,NA,NA,NA,NA,NA,17,
41,GDP per capita,Italy (Poor provinces),RCP 4.5,2050,No CC,%,-0.11,NA,NA,NA,NA,NA,17,
42,GDP per capita,Italy (Poor provinces),RCP 8.5,2050,No CC,%,-0.63,NA,NA,NA,NA,NA,17,
43,GDP per capita,Italy (Poor provinces),RCP 4.5,2100,No CC,%,-0.44,NA,NA,NA,NA,NA,17,
44,GDP per capita,Italy (Poor provinces),RCP 8.5,2100,No CC,%,-1.85,NA,NA,NA,NA,NA,17,
45,Agricultural GVA per worker,Italy (Poor provinces),RCP 4.5,2050,No CC,%,-0.16,NA,NA,NA,NA,NA,17,
46,Agricultural GVA per worker,Italy (Poor provinces),RCP 8.5,2050,No CC,%,-5.26,NA,NA,NA,NA,NA,17,
47,Agricultural GVA per worker,Italy (Poor provinces),RCP 4.5,2100,No CC,%,-0.27,NA,NA,NA,NA,NA,17,
48,Agricultural GVA per worker,Italy (Poor provinces),RCP 8.5,2100,No CC,%,-13.87,NA,NA,NA,NA,NA,17,
