,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
37,Drought Frequency,Brazil and Mexico,1.5°C warming target,2020,Historical 50-year drought,%,90,NA,NA,NA,NA,NA,462,Minimum percentage of grid cells doubling historical 50-year drought frequency.  Based on 'More than 90%'.
38,Population,Brazil and Mexico,1.5°C warming target,2020,Historical 50-year drought,%,90,NA,NA,NA,NA,NA,462,Minimum proportion of national population exposed to double the historical 50-year drought frequency. Based on 'around 90%–100%'.
39,GDP,Brazil and Mexico,1.5°C warming target,2020,Historical 50-year drought,%,90,NA,NA,NA,NA,NA,462,Minimum proportion of national GDP exposed to double the historical 50-year drought frequency. Based on 'around 90%–100%'.
40,Precipitation increase,Global,Warming,2020,No CC,% per degree C,1,NA,NA,NA,NA,NA,462,Projected increase in global average precipitation
41,Precipitation increase,Global,Warming,2020,No CC,% per degree C,3,NA,NA,NA,NA,NA,462,Projected increase in global average precipitation
42,Evapotranspiration increase,Global,Warming,2020,No CC,% per degree C,1.5,NA,NA,NA,NA,NA,462,Projected increase in global average evapotranspiration
43,Evapotranspiration increase,Global,Warming,2020,No CC,% per degree C,4,NA,NA,NA,NA,NA,462,Projected increase in global average evapotranspiration
44,Drought Risk,Argentina,SSP585,2100,Historical,RP50 Change,0,NA,NA,NA,NA,NA,Fig 11/12,Positive change
45,Drought Risk,Australia,SSP585,2100,Historical,RP50 Change,0,NA,NA,NA,NA,NA,Fig 11/12,Positive change
46,Drought Risk,Canada,SSP585,2100,Historical,RP50 Change,0,NA,NA,NA,NA,NA,Fig 11/12,Positive change
47,Drought Risk,China,SSP585,2100,Historical,RP50 Change,0,NA,NA,NA,NA,NA,Fig 11/12,Positive change
48,Drought Risk,United States,SSP585,2100,Historical,RP50 Change,0,NA,NA,NA,NA,NA,Fig 11/12,Positive change
49,Drought Risk,South Africa,SSP585,2100,Historical,RP50 Change,0,NA,NA,NA,NA,NA,Fig 11/12,Positive change
50,Drought Risk,Brazil,SSP585,2100,Historical,RP50 Change,0,NA,NA,NA,NA,NA,Fig 11/12,Positive change
51,Drought Risk,Mexico,SSP585,2100,Historical,RP50 Change,0,NA,NA,NA,NA,NA,Fig 11/12,Positive change
52,Drought Risk,Mediterranean,1.5/2.0°C Warming,2100,Historical,Risk Change,0,NA,NA,NA,NA,NA,P. 465,Positive change
53,Drought Risk,Southern Africa,1.5/2.0°C Warming,2100,Historical,Risk Change,0,NA,NA,NA,NA,NA,P. 465,Positive change
54,Drought Risk,Southern North America,1.5/2.0°C Warming,2100,Historical,Risk Change,0,NA,NA,NA,NA,NA,P. 465,Positive change
55,Population Drought Exposure,Brazil,1.5/2.0°C Warming,2100,No CC,Fraction,1,NA,NA,NA,NA,NA,P. 465,
56,Population Drought Exposure,Mexico,1.5/2.0°C Warming,2100,No CC,Fraction,1,NA,NA,NA,NA,NA,P. 465,
57,Drought Risk,Mid-latitudes,1.5/2.0°C Warming,2100,Historical,Risk Change,0,NA,NA,NA,NA,NA,P. 465,Positive change
58,Drought Risk,Tropical Regions,1.5/2.0°C Warming,2100,Historical,Risk Change,0,NA,NA,NA,NA,NA,P. 465,Positive change
59,Population,Global,SSP126,2100,No CC,million,1516.9,NA,NA,NA,NA,NA,Page 467,"1.5°C warming, assumed year"
60,Population,Global,SSP124,2100,No CC,million,1553.5,NA,NA,NA,NA,NA,Page 467,"1.5°C warming, assumed year"
61,Population,Global,SSP585,2100,No CC,million,1510.8,NA,NA,NA,NA,NA,Page 467,"1.5°C warming, assumed year"
62,GDP,Global,SSP126,2100,No CC,billion USD,35875.0,NA,NA,NA,NA,NA,Page 467,"1.5°C warming, assumed year"
63,GDP,Global,SSP124,2100,No CC,billion USD,34244.0,NA,NA,NA,NA,NA,Page 467,"1.5°C warming, assumed year"
64,GDP,Global,SSP585,2100,No CC,billion USD,35668.5,NA,NA,NA,NA,NA,Page 467,"1.5°C warming, assumed year"
65,Population,Global,SSP126,2100,No CC,million,1666.7,NA,NA,NA,NA,NA,Page 467,"2.0°C warming, assumed year"
66,Population,Global,SSP124,2100,No CC,million,1731.2,NA,NA,NA,NA,NA,Page 467,"2.0°C warming, assumed year"
67,Population,Global,SSP585,2100,No CC,million,1603.1,NA,NA,NA,NA,NA,Page 467,"2.0°C warming, assumed year"
68,GDP,Global,SSP126,2100,No CC,billion USD,116991.1,NA,NA,NA,NA,NA,Page 467,"2.0°C warming, assumed year"
69,GDP,Global,SSP124,2100,No CC,billion USD,56271.6,NA,NA,NA,NA,NA,Page 467,"2.0°C warming, assumed year"
70,GDP,Global,SSP585,2100,No CC,billion USD,58916.2,NA,NA,NA,NA,NA,Page 467,"2.0°C warming, assumed year"
71,Landmass,Global,1.5°C Warming,2100,No CC,%,58,NA,NA,NA,NA,NA,Page 467,"Landmass where drought risks will double, assumed year"
72,Landmass,Global,2.0°C Warming,2100,No CC,%,67,NA,NA,NA,NA,NA,Page 467,"Landmass where drought risks will double, assumed year"
73,Drought Duration,Global,1.5°C warming,2050,Historical period,%,78,NA,NA,NA,NA,NA,18,Percentage of land surface
74,SPEI-3,Global,Historical period,2050,Historical period,index,-1,NA,NA,NA,NA,NA,18,Projected to descend - simplified as a negative change
75,SPEI-3 standard deviation,Global,Historical period,2050,Historical period,index,1,NA,NA,NA,NA,NA,18,Large increases - simplified as an increase of 1
76,GDP Exposure,Colombia,SSP126,2050,1.5°C,%,0,NA,NA,NA,NA,NA,18,"When warming level increases from 1.5 to 2.0°C; value is unspecified numerically, so set to 0."
77,GDP Exposure,Colombia,SSP585,2050,1.5°C,%,0,NA,NA,NA,NA,NA,18,"When warming level increases from 1.5 to 2.0°C; value is unspecified numerically, so set to 0."
78,Drought Frequency,Global,1.5°C warming,2020,Historical 50-year droughts,%,58,NA,NA,NA,NA,NA,469,Landmass subject to twice more frequent droughts.
79,Drought Frequency,Global,2.0°C warming,2020,1.5°C warming,%,9,NA,NA,NA,NA,NA,469,Additional landmass experiencing severe deterioration.
80,Pop. Drought Exposure,Global,1.5°C warming,2020,No CC,Countries,75,NA,NA,NA,NA,NA,469,Number of countries projected to exhibit 100% population exposed to increasing drought risks.
81,Pop. Drought Exposure,Global,2.0°C warming,2020,1.5°C warming,Countries,17,NA,NA,NA,NA,NA,469,Additional number of countries exhibiting 100% population exposed to increasing drought risks.
82,Severe Droughts,Mexico and Brazil,1.5°C warming,2020,Historical droughts,%,85,NA,NA,NA,NA,NA,469,Land fraction experiencing a doubled frequency of severe historical droughts.
83,Severe Droughts,Mexico and Brazil,2.0°C warming,2020,Historical droughts,%,90,NA,NA,NA,NA,NA,469,Land fraction experiencing a doubled frequency of severe historical droughts.
