,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,sourcematerial
25,Climate-driven damages,US,RFF-SPs,2090,No CC,USD billions/year,28,NA,2.5%,12,97.5%,49,Page 7,Mean and 95% CI: climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength.,"The bar chart illustrates the mean annual damages in trillions of dollars in the U.S. due to climate-related issues for three different years: 2050, 2070, and 2090. The damages are categorized by sector, with each category distinguished by color... In 2050, the total damage is just over $1 trillion. By 2070, the damage rises to approximately $2 trillion. In 2090, the damages reach close to $3 trillion. Image: Approximate value from bar chart... Table 1. The 95% confidence interval (CI) and mean annual US climate-driven damages in 2090 for the six categories shown in Fig. 2. All values are in 2020 USD. Totals may not sum due to rounding... TotalinFrEDI USD2900 USD510–USD12000... hours of work when temperatures are too hot for workers to work outdoors or in unconditioned workplaces (e.g., warehouses). Table 2 provides the mean physical impacts from each of the sectors in the health and labor categories in 2090, along with the 95% CI. As shown in Table 2, climate-driven changes in temperature have the largest impact on premature mortality, resulting in nearly 50000 additional deaths (95% CI: 19000–91000 deaths) annually by 2090, followed by climate-driven changes in air quality (5100 deaths; 95% CI: 2100–10000 deaths) and exposure to wildfire smoke (1100 deaths; 95% CI: 460–1700 deaths)... Category Mean(billions) 95%CI(billions)... Health USD2600 USD350–USD11000... To further illustrate the distribution of monetized damages across sectors, Fig. 4 shows the range of 2090 annual climate-driven damages in each of the 20 sectors in FrEDI, across all 10000 RFF-SP emission, GDP, and population scenarios, in decreasing order of sectoral mean damages. Figure 4 shows that national total damages in 2090 are primarily driven by the valuation of premature mortality attributable to climate-driven changes in temperature (mean: USD2.3 trillion per year; 95% CI: USD0.31–USD9.9 trillion per year). The next four sectors with the largest monetary climate-driven damages include premature mortality attributable to changes in air quality (mean: USD240 billion per year; 95% CI: USD32–USD1000 billion per year), transportation impacts associated with changes in high-tide flooding (mean: USD140 billion per year; 95% CI: USD110–USD200 billion per year), national labor hours lost (mean: USD51 billion per year; 95% CI: USD6.7–USD210 billion per year), and health damages from wildfire smoke exposure and response costs from wildfire suppression (mean: USD51 billion per year; 95% CI: USD8.1–USD220 billion per year). Climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength (mean: USD28 billion per year; 95% CI: USD12-USD49 billion per year), damages attributable to changes in rail (mean: USD19 billion per year; 95% CI: USD7.7–USD45 billion per year) and road systems (mean: USD17 billion per year; 95% CI: USD6.6–USD35 billion per year), health damages from changes in southwestern dust exposure (mean: USD18 billion per year ; 95% CI: USD2.5–USD77 billion per year), and the health burden of change in Valley fever incidence (mean: USD14 billion per year; 95% CI: USD2.0–USD58 billion per year) round out the top 10 sectors with the largest annual damages in 2090."
26,Climate-driven damages,US,RFF-SPs,2090,No CC,USD billions/year,19,NA,2.5%,7.7,97.5%,45,Page 7,Mean and 95% CI: damages attributable to changes in rail.,"The bar chart illustrates the mean annual damages in trillions of dollars in the U.S. due to climate-related issues for three different years: 2050, 2070, and 2090. The damages are categorized by sector, with each category distinguished by color... In 2050, the total damage is just over $1 trillion. By 2070, the damage rises to approximately $2 trillion. In 2090, the damages reach close to $3 trillion. Image: Approximate value from bar chart... Table 1. The 95% confidence interval (CI) and mean annual US climate-driven damages in 2090 for the six categories shown in Fig. 2. All values are in 2020 USD. Totals may not sum due to rounding... TotalinFrEDI USD2900 USD510–USD12000... hours of work when temperatures are too hot for workers to work outdoors or in unconditioned workplaces (e.g., warehouses). Table 2 provides the mean physical impacts from each of the sectors in the health and labor categories in 2090, along with the 95% CI. As shown in Table 2, climate-driven changes in temperature have the largest impact on premature mortality, resulting in nearly 50000 additional deaths (95% CI: 19000–91000 deaths) annually by 2090, followed by climate-driven changes in air quality (5100 deaths; 95% CI: 2100–10000 deaths) and exposure to wildfire smoke (1100 deaths; 95% CI: 460–1700 deaths)... Category Mean(billions) 95%CI(billions)... Health USD2600 USD350–USD11000... To further illustrate the distribution of monetized damages across sectors, Fig. 4 shows the range of 2090 annual climate-driven damages in each of the 20 sectors in FrEDI, across all 10000 RFF-SP emission, GDP, and population scenarios, in decreasing order of sectoral mean damages. Figure 4 shows that national total damages in 2090 are primarily driven by the valuation of premature mortality attributable to climate-driven changes in temperature (mean: USD2.3 trillion per year; 95% CI: USD0.31–USD9.9 trillion per year). The next four sectors with the largest monetary climate-driven damages include premature mortality attributable to changes in air quality (mean: USD240 billion per year; 95% CI: USD32–USD1000 billion per year), transportation impacts associated with changes in high-tide flooding (mean: USD140 billion per year; 95% CI: USD110–USD200 billion per year), national labor hours lost (mean: USD51 billion per year; 95% CI: USD6.7–USD210 billion per year), and health damages from wildfire smoke exposure and response costs from wildfire suppression (mean: USD51 billion per year; 95% CI: USD8.1–USD220 billion per year). Climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength (mean: USD28 billion per year; 95% CI: USD12-USD49 billion per year), damages attributable to changes in rail (mean: USD19 billion per year; 95% CI: USD7.7–USD45 billion per year) and road systems (mean: USD17 billion per year; 95% CI: USD6.6–USD35 billion per year), health damages from changes in southwestern dust exposure (mean: USD18 billion per year ; 95% CI: USD2.5–USD77 billion per year), and the health burden of change in Valley fever incidence (mean: USD14 billion per year; 95% CI: USD2.0–USD58 billion per year) round out the top 10 sectors with the largest annual damages in 2090."
27,Climate-driven damages,US,RFF-SPs,2090,No CC,USD billions/year,17,NA,2.5%,6.6,97.5%,35,Page 7,Mean and 95% CI: damages attributable to changes in road systems.,"The bar chart illustrates the mean annual damages in trillions of dollars in the U.S. due to climate-related issues for three different years: 2050, 2070, and 2090. The damages are categorized by sector, with each category distinguished by color... In 2050, the total damage is just over $1 trillion. By 2070, the damage rises to approximately $2 trillion. In 2090, the damages reach close to $3 trillion. Image: Approximate value from bar chart... Table 1. The 95% confidence interval (CI) and mean annual US climate-driven damages in 2090 for the six categories shown in Fig. 2. All values are in 2020 USD. Totals may not sum due to rounding... TotalinFrEDI USD2900 USD510–USD12000... hours of work when temperatures are too hot for workers to work outdoors or in unconditioned workplaces (e.g., warehouses). Table 2 provides the mean physical impacts from each of the sectors in the health and labor categories in 2090, along with the 95% CI. As shown in Table 2, climate-driven changes in temperature have the largest impact on premature mortality, resulting in nearly 50000 additional deaths (95% CI: 19000–91000 deaths) annually by 2090, followed by climate-driven changes in air quality (5100 deaths; 95% CI: 2100–10000 deaths) and exposure to wildfire smoke (1100 deaths; 95% CI: 460–1700 deaths)... Category Mean(billions) 95%CI(billions)... Health USD2600 USD350–USD11000... To further illustrate the distribution of monetized damages across sectors, Fig. 4 shows the range of 2090 annual climate-driven damages in each of the 20 sectors in FrEDI, across all 10000 RFF-SP emission, GDP, and population scenarios, in decreasing order of sectoral mean damages. Figure 4 shows that national total damages in 2090 are primarily driven by the valuation of premature mortality attributable to climate-driven changes in temperature (mean: USD2.3 trillion per year; 95% CI: USD0.31–USD9.9 trillion per year). The next four sectors with the largest monetary climate-driven damages include premature mortality attributable to changes in air quality (mean: USD240 billion per year; 95% CI: USD32–USD1000 billion per year), transportation impacts associated with changes in high-tide flooding (mean: USD140 billion per year; 95% CI: USD110–USD200 billion per year), national labor hours lost (mean: USD51 billion per year; 95% CI: USD6.7–USD210 billion per year), and health damages from wildfire smoke exposure and response costs from wildfire suppression (mean: USD51 billion per year; 95% CI: USD8.1–USD220 billion per year). Climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength (mean: USD28 billion per year; 95% CI: USD12-USD49 billion per year), damages attributable to changes in rail (mean: USD19 billion per year; 95% CI: USD7.7–USD45 billion per year) and road systems (mean: USD17 billion per year; 95% CI: USD6.6–USD35 billion per year), health damages from changes in southwestern dust exposure (mean: USD18 billion per year ; 95% CI: USD2.5–USD77 billion per year), and the health burden of change in Valley fever incidence (mean: USD14 billion per year; 95% CI: USD2.0–USD58 billion per year) round out the top 10 sectors with the largest annual damages in 2090."
28,Climate-driven damages,US,RFF-SPs,2090,No CC,USD billions/year,18,NA,2.5%,2.5,97.5%,77,Page 7,Mean and 95% CI: health damages from changes in southwestern dust exposure.,"The bar chart illustrates the mean annual damages in trillions of dollars in the U.S. due to climate-related issues for three different years: 2050, 2070, and 2090. The damages are categorized by sector, with each category distinguished by color... In 2050, the total damage is just over $1 trillion. By 2070, the damage rises to approximately $2 trillion. In 2090, the damages reach close to $3 trillion. Image: Approximate value from bar chart... Table 1. The 95% confidence interval (CI) and mean annual US climate-driven damages in 2090 for the six categories shown in Fig. 2. All values are in 2020 USD. Totals may not sum due to rounding... TotalinFrEDI USD2900 USD510–USD12000... hours of work when temperatures are too hot for workers to work outdoors or in unconditioned workplaces (e.g., warehouses). Table 2 provides the mean physical impacts from each of the sectors in the health and labor categories in 2090, along with the 95% CI. As shown in Table 2, climate-driven changes in temperature have the largest impact on premature mortality, resulting in nearly 50000 additional deaths (95% CI: 19000–91000 deaths) annually by 2090, followed by climate-driven changes in air quality (5100 deaths; 95% CI: 2100–10000 deaths) and exposure to wildfire smoke (1100 deaths; 95% CI: 460–1700 deaths)... Category Mean(billions) 95%CI(billions)... Health USD2600 USD350–USD11000... To further illustrate the distribution of monetized damages across sectors, Fig. 4 shows the range of 2090 annual climate-driven damages in each of the 20 sectors in FrEDI, across all 10000 RFF-SP emission, GDP, and population scenarios, in decreasing order of sectoral mean damages. Figure 4 shows that national total damages in 2090 are primarily driven by the valuation of premature mortality attributable to climate-driven changes in temperature (mean: USD2.3 trillion per year; 95% CI: USD0.31–USD9.9 trillion per year). The next four sectors with the largest monetary climate-driven damages include premature mortality attributable to changes in air quality (mean: USD240 billion per year; 95% CI: USD32–USD1000 billion per year), transportation impacts associated with changes in high-tide flooding (mean: USD140 billion per year; 95% CI: USD110–USD200 billion per year), national labor hours lost (mean: USD51 billion per year; 95% CI: USD6.7–USD210 billion per year), and health damages from wildfire smoke exposure and response costs from wildfire suppression (mean: USD51 billion per year; 95% CI: USD8.1–USD220 billion per year). Climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength (mean: USD28 billion per year; 95% CI: USD12-USD49 billion per year), damages attributable to changes in rail (mean: USD19 billion per year; 95% CI: USD7.7–USD45 billion per year) and road systems (mean: USD17 billion per year; 95% CI: USD6.6–USD35 billion per year), health damages from changes in southwestern dust exposure (mean: USD18 billion per year ; 95% CI: USD2.5–USD77 billion per year), and the health burden of change in Valley fever incidence (mean: USD14 billion per year; 95% CI: USD2.0–USD58 billion per year) round out the top 10 sectors with the largest annual damages in 2090."
29,Climate-driven damages,US,RFF-SPs,2090,No CC,USD billions/year,14,NA,2.5%,2.0,97.5%,58,Page 7,Mean and 95% CI: health burden of change in Valley fever incidence.,"The bar chart illustrates the mean annual damages in trillions of dollars in the U.S. due to climate-related issues for three different years: 2050, 2070, and 2090. The damages are categorized by sector, with each category distinguished by color... In 2050, the total damage is just over $1 trillion. By 2070, the damage rises to approximately $2 trillion. In 2090, the damages reach close to $3 trillion. Image: Approximate value from bar chart... Table 1. The 95% confidence interval (CI) and mean annual US climate-driven damages in 2090 for the six categories shown in Fig. 2. All values are in 2020 USD. Totals may not sum due to rounding... TotalinFrEDI USD2900 USD510–USD12000... hours of work when temperatures are too hot for workers to work outdoors or in unconditioned workplaces (e.g., warehouses). Table 2 provides the mean physical impacts from each of the sectors in the health and labor categories in 2090, along with the 95% CI. As shown in Table 2, climate-driven changes in temperature have the largest impact on premature mortality, resulting in nearly 50000 additional deaths (95% CI: 19000–91000 deaths) annually by 2090, followed by climate-driven changes in air quality (5100 deaths; 95% CI: 2100–10000 deaths) and exposure to wildfire smoke (1100 deaths; 95% CI: 460–1700 deaths)... Category Mean(billions) 95%CI(billions)... Health USD2600 USD350–USD11000... To further illustrate the distribution of monetized damages across sectors, Fig. 4 shows the range of 2090 annual climate-driven damages in each of the 20 sectors in FrEDI, across all 10000 RFF-SP emission, GDP, and population scenarios, in decreasing order of sectoral mean damages. Figure 4 shows that national total damages in 2090 are primarily driven by the valuation of premature mortality attributable to climate-driven changes in temperature (mean: USD2.3 trillion per year; 95% CI: USD0.31–USD9.9 trillion per year). The next four sectors with the largest monetary climate-driven damages include premature mortality attributable to changes in air quality (mean: USD240 billion per year; 95% CI: USD32–USD1000 billion per year), transportation impacts associated with changes in high-tide flooding (mean: USD140 billion per year; 95% CI: USD110–USD200 billion per year), national labor hours lost (mean: USD51 billion per year; 95% CI: USD6.7–USD210 billion per year), and health damages from wildfire smoke exposure and response costs from wildfire suppression (mean: USD51 billion per year; 95% CI: USD8.1–USD220 billion per year). Climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength (mean: USD28 billion per year; 95% CI: USD12-USD49 billion per year), damages attributable to changes in rail (mean: USD19 billion per year; 95% CI: USD7.7–USD45 billion per year) and road systems (mean: USD17 billion per year; 95% CI: USD6.6–USD35 billion per year), health damages from changes in southwestern dust exposure (mean: USD18 billion per year ; 95% CI: USD2.5–USD77 billion per year), and the health burden of change in Valley fever incidence (mean: USD14 billion per year; 95% CI: USD2.0–USD58 billion per year) round out the top 10 sectors with the largest annual damages in 2090."
30,Mortality,CONUS,RFF-SP,2090,No CC,deaths,50000,NA,2.5%,19000,97.5%,91000,Page 8,Temperature-related mortality,"Table 2. The range of 2090 physical impact results across the 10000 RFF-SP projections, including the 95% CI and mean. Totals may not sum due to rounding. Sector Impact 95% CI Mean Temperature-related mortality Premature mortality (deaths) 19000–91000 50000 Air quality 2100–10000 5100 Wildﬁre 460–1700 1100 Southwest dust 160–690 390 Valley fever 130–480 300 Crime Incidence (number of property and violent crimes) −160–11000 4700 Labor Work hours lost (millions of hours) 170–830 430 ... Considering the range of possible adaptation options in this coastal property sector, mean damages range from USD17 billion under no adaptation to USD7.5 billion under proactive adaptation. Damages under the default reactive adaptation assumption are USD9.4 billion. ... Based on the climate impacts included in FrEDI, Fig. 5 shows that the Southeast will experience the largest annual damages per capita (mean: USD9300 per person annually; 95% CI: USD1800–USD37000 per person annually), whereas the smallest damages per capita are expected in the Southwest region (mean: USD6300 per person annually; 95% CI: USD840–USD27000 per person annually)"
31,Air Quality,CONUS,RFF-SP,2090,No CC,NA,5100,NA,2.5%,2100,97.5%,10000,Page 8,,"Table 2. The range of 2090 physical impact results across the 10000 RFF-SP projections, including the 95% CI and mean. Totals may not sum due to rounding. Sector Impact 95% CI Mean Temperature-related mortality Premature mortality (deaths) 19000–91000 50000 Air quality 2100–10000 5100 Wildﬁre 460–1700 1100 Southwest dust 160–690 390 Valley fever 130–480 300 Crime Incidence (number of property and violent crimes) −160–11000 4700 Labor Work hours lost (millions of hours) 170–830 430 ... Considering the range of possible adaptation options in this coastal property sector, mean damages range from USD17 billion under no adaptation to USD7.5 billion under proactive adaptation. Damages under the default reactive adaptation assumption are USD9.4 billion. ... Based on the climate impacts included in FrEDI, Fig. 5 shows that the Southeast will experience the largest annual damages per capita (mean: USD9300 per person annually; 95% CI: USD1800–USD37000 per person annually), whereas the smallest damages per capita are expected in the Southwest region (mean: USD6300 per person annually; 95% CI: USD840–USD27000 per person annually)"
32,Wildfire,CONUS,RFF-SP,2090,No CC,NA,1100,NA,2.5%,460,97.5%,1700,Page 8,,"Table 2. The range of 2090 physical impact results across the 10000 RFF-SP projections, including the 95% CI and mean. Totals may not sum due to rounding. Sector Impact 95% CI Mean Temperature-related mortality Premature mortality (deaths) 19000–91000 50000 Air quality 2100–10000 5100 Wildﬁre 460–1700 1100 Southwest dust 160–690 390 Valley fever 130–480 300 Crime Incidence (number of property and violent crimes) −160–11000 4700 Labor Work hours lost (millions of hours) 170–830 430 ... Considering the range of possible adaptation options in this coastal property sector, mean damages range from USD17 billion under no adaptation to USD7.5 billion under proactive adaptation. Damages under the default reactive adaptation assumption are USD9.4 billion. ... Based on the climate impacts included in FrEDI, Fig. 5 shows that the Southeast will experience the largest annual damages per capita (mean: USD9300 per person annually; 95% CI: USD1800–USD37000 per person annually), whereas the smallest damages per capita are expected in the Southwest region (mean: USD6300 per person annually; 95% CI: USD840–USD27000 per person annually)"
33,Dust,Southwest,RFF-SP,2090,No CC,NA,390,NA,2.5%,160,97.5%,690,Page 8,Southwest dust,"Table 2. The range of 2090 physical impact results across the 10000 RFF-SP projections, including the 95% CI and mean. Totals may not sum due to rounding. Sector Impact 95% CI Mean Temperature-related mortality Premature mortality (deaths) 19000–91000 50000 Air quality 2100–10000 5100 Wildﬁre 460–1700 1100 Southwest dust 160–690 390 Valley fever 130–480 300 Crime Incidence (number of property and violent crimes) −160–11000 4700 Labor Work hours lost (millions of hours) 170–830 430 ... Considering the range of possible adaptation options in this coastal property sector, mean damages range from USD17 billion under no adaptation to USD7.5 billion under proactive adaptation. Damages under the default reactive adaptation assumption are USD9.4 billion. ... Based on the climate impacts included in FrEDI, Fig. 5 shows that the Southeast will experience the largest annual damages per capita (mean: USD9300 per person annually; 95% CI: USD1800–USD37000 per person annually), whereas the smallest damages per capita are expected in the Southwest region (mean: USD6300 per person annually; 95% CI: USD840–USD27000 per person annually)"
34,Valley Fever,CONUS,RFF-SP,2090,No CC,NA,300,NA,2.5%,130,97.5%,480,Page 8,,"Table 2. The range of 2090 physical impact results across the 10000 RFF-SP projections, including the 95% CI and mean. Totals may not sum due to rounding. Sector Impact 95% CI Mean Temperature-related mortality Premature mortality (deaths) 19000–91000 50000 Air quality 2100–10000 5100 Wildﬁre 460–1700 1100 Southwest dust 160–690 390 Valley fever 130–480 300 Crime Incidence (number of property and violent crimes) −160–11000 4700 Labor Work hours lost (millions of hours) 170–830 430 ... Considering the range of possible adaptation options in this coastal property sector, mean damages range from USD17 billion under no adaptation to USD7.5 billion under proactive adaptation. Damages under the default reactive adaptation assumption are USD9.4 billion. ... Based on the climate impacts included in FrEDI, Fig. 5 shows that the Southeast will experience the largest annual damages per capita (mean: USD9300 per person annually; 95% CI: USD1800–USD37000 per person annually), whereas the smallest damages per capita are expected in the Southwest region (mean: USD6300 per person annually; 95% CI: USD840–USD27000 per person annually)"
35,Crime,CONUS,RFF-SP,2090,No CC,NA,4700,NA,2.5%,-160,97.5%,11000,Page 8,Incidence (number of property and violent crimes),"Table 2. The range of 2090 physical impact results across the 10000 RFF-SP projections, including the 95% CI and mean. Totals may not sum due to rounding. Sector Impact 95% CI Mean Temperature-related mortality Premature mortality (deaths) 19000–91000 50000 Air quality 2100–10000 5100 Wildﬁre 460–1700 1100 Southwest dust 160–690 390 Valley fever 130–480 300 Crime Incidence (number of property and violent crimes) −160–11000 4700 Labor Work hours lost (millions of hours) 170–830 430 ... Considering the range of possible adaptation options in this coastal property sector, mean damages range from USD17 billion under no adaptation to USD7.5 billion under proactive adaptation. Damages under the default reactive adaptation assumption are USD9.4 billion. ... Based on the climate impacts included in FrEDI, Fig. 5 shows that the Southeast will experience the largest annual damages per capita (mean: USD9300 per person annually; 95% CI: USD1800–USD37000 per person annually), whereas the smallest damages per capita are expected in the Southwest region (mean: USD6300 per person annually; 95% CI: USD840–USD27000 per person annually)"
36,Labor,CONUS,RFF-SP,2090,No CC,millions of hours,430,NA,2.5%,170,97.5%,830,Page 8,Work hours lost,"Table 2. The range of 2090 physical impact results across the 10000 RFF-SP projections, including the 95% CI and mean. Totals may not sum due to rounding. Sector Impact 95% CI Mean Temperature-related mortality Premature mortality (deaths) 19000–91000 50000 Air quality 2100–10000 5100 Wildﬁre 460–1700 1100 Southwest dust 160–690 390 Valley fever 130–480 300 Crime Incidence (number of property and violent crimes) −160–11000 4700 Labor Work hours lost (millions of hours) 170–830 430 ... Considering the range of possible adaptation options in this coastal property sector, mean damages range from USD17 billion under no adaptation to USD7.5 billion under proactive adaptation. Damages under the default reactive adaptation assumption are USD9.4 billion. ... Based on the climate impacts included in FrEDI, Fig. 5 shows that the Southeast will experience the largest annual damages per capita (mean: USD9300 per person annually; 95% CI: USD1800–USD37000 per person annually), whereas the smallest damages per capita are expected in the Southwest region (mean: USD6300 per person annually; 95% CI: USD840–USD27000 per person annually)"
37,Coastal Property Damages,CONUS,"RFF-SP, No Adaptation",2090,No CC,USD billions,17,NA,NA,NA,NA,NA,Page 8,,"Table 2. The range of 2090 physical impact results across the 10000 RFF-SP projections, including the 95% CI and mean. Totals may not sum due to rounding. Sector Impact 95% CI Mean Temperature-related mortality Premature mortality (deaths) 19000–91000 50000 Air quality 2100–10000 5100 Wildﬁre 460–1700 1100 Southwest dust 160–690 390 Valley fever 130–480 300 Crime Incidence (number of property and violent crimes) −160–11000 4700 Labor Work hours lost (millions of hours) 170–830 430 ... Considering the range of possible adaptation options in this coastal property sector, mean damages range from USD17 billion under no adaptation to USD7.5 billion under proactive adaptation. Damages under the default reactive adaptation assumption are USD9.4 billion. ... Based on the climate impacts included in FrEDI, Fig. 5 shows that the Southeast will experience the largest annual damages per capita (mean: USD9300 per person annually; 95% CI: USD1800–USD37000 per person annually), whereas the smallest damages per capita are expected in the Southwest region (mean: USD6300 per person annually; 95% CI: USD840–USD27000 per person annually)"
38,Coastal Property Damages,CONUS,"RFF-SP, Proactive Adaptation",2090,No CC,USD billions,7.5,NA,NA,NA,NA,NA,Page 8,,"Table 2. The range of 2090 physical impact results across the 10000 RFF-SP projections, including the 95% CI and mean. Totals may not sum due to rounding. Sector Impact 95% CI Mean Temperature-related mortality Premature mortality (deaths) 19000–91000 50000 Air quality 2100–10000 5100 Wildﬁre 460–1700 1100 Southwest dust 160–690 390 Valley fever 130–480 300 Crime Incidence (number of property and violent crimes) −160–11000 4700 Labor Work hours lost (millions of hours) 170–830 430 ... Considering the range of possible adaptation options in this coastal property sector, mean damages range from USD17 billion under no adaptation to USD7.5 billion under proactive adaptation. Damages under the default reactive adaptation assumption are USD9.4 billion. ... Based on the climate impacts included in FrEDI, Fig. 5 shows that the Southeast will experience the largest annual damages per capita (mean: USD9300 per person annually; 95% CI: USD1800–USD37000 per person annually), whereas the smallest damages per capita are expected in the Southwest region (mean: USD6300 per person annually; 95% CI: USD840–USD27000 per person annually)"
39,Coastal Property Damages,CONUS,"RFF-SP, Reactive Adaptation",2090,No CC,USD billions,9.4,NA,NA,NA,NA,NA,Page 8,Default scenario,"Table 2. The range of 2090 physical impact results across the 10000 RFF-SP projections, including the 95% CI and mean. Totals may not sum due to rounding. Sector Impact 95% CI Mean Temperature-related mortality Premature mortality (deaths) 19000–91000 50000 Air quality 2100–10000 5100 Wildﬁre 460–1700 1100 Southwest dust 160–690 390 Valley fever 130–480 300 Crime Incidence (number of property and violent crimes) −160–11000 4700 Labor Work hours lost (millions of hours) 170–830 430 ... Considering the range of possible adaptation options in this coastal property sector, mean damages range from USD17 billion under no adaptation to USD7.5 billion under proactive adaptation. Damages under the default reactive adaptation assumption are USD9.4 billion. ... Based on the climate impacts included in FrEDI, Fig. 5 shows that the Southeast will experience the largest annual damages per capita (mean: USD9300 per person annually; 95% CI: USD1800–USD37000 per person annually), whereas the smallest damages per capita are expected in the Southwest region (mean: USD6300 per person annually; 95% CI: USD840–USD27000 per person annually)"
40,Damages Per Capita,Southeast,RFF-SP,2090,No CC,USD per person annually,9300,NA,2.5%,1800,97.5%,37000,Page 8,,"Table 2. The range of 2090 physical impact results across the 10000 RFF-SP projections, including the 95% CI and mean. Totals may not sum due to rounding. Sector Impact 95% CI Mean Temperature-related mortality Premature mortality (deaths) 19000–91000 50000 Air quality 2100–10000 5100 Wildﬁre 460–1700 1100 Southwest dust 160–690 390 Valley fever 130–480 300 Crime Incidence (number of property and violent crimes) −160–11000 4700 Labor Work hours lost (millions of hours) 170–830 430 ... Considering the range of possible adaptation options in this coastal property sector, mean damages range from USD17 billion under no adaptation to USD7.5 billion under proactive adaptation. Damages under the default reactive adaptation assumption are USD9.4 billion. ... Based on the climate impacts included in FrEDI, Fig. 5 shows that the Southeast will experience the largest annual damages per capita (mean: USD9300 per person annually; 95% CI: USD1800–USD37000 per person annually), whereas the smallest damages per capita are expected in the Southwest region (mean: USD6300 per person annually; 95% CI: USD840–USD27000 per person annually)"
41,Damages Per Capita,Southwest,RFF-SP,2090,No CC,USD per person annually,6300,NA,2.5%,840,97.5%,27000,Page 8,,"Table 2. The range of 2090 physical impact results across the 10000 RFF-SP projections, including the 95% CI and mean. Totals may not sum due to rounding. Sector Impact 95% CI Mean Temperature-related mortality Premature mortality (deaths) 19000–91000 50000 Air quality 2100–10000 5100 Wildﬁre 460–1700 1100 Southwest dust 160–690 390 Valley fever 130–480 300 Crime Incidence (number of property and violent crimes) −160–11000 4700 Labor Work hours lost (millions of hours) 170–830 430 ... Considering the range of possible adaptation options in this coastal property sector, mean damages range from USD17 billion under no adaptation to USD7.5 billion under proactive adaptation. Damages under the default reactive adaptation assumption are USD9.4 billion. ... Based on the climate impacts included in FrEDI, Fig. 5 shows that the Southeast will experience the largest annual damages per capita (mean: USD9300 per person annually; 95% CI: USD1800–USD37000 per person annually), whereas the smallest damages per capita are expected in the Southwest region (mean: USD6300 per person annually; 95% CI: USD840–USD27000 per person annually)"
42,Mortality,Southwest,RFF-SP,2090,No CC,USD/person,4500,NA,NA,NA,NA,NA,9,Temperature-related premature mortality,"In each region, the largest monetary damages in 2090 are expected from premature mortality associated with changes in temperature, ranging from USD4500 per person in the Southwest to USD6500 per person in the Southeast. (Page 9) Figure 4. Annual US damages in the year 2090 by sector, in order of decreasing mean damages, colored by six sector category groupings. Note the change to the x-axis in each panel. Boxes and whiskers show the 2.5th, 25th, 50th, 75th, and 97.5th percentiles and mean damages (diamonds) across all 10000 projections. Damages are in billions of 2020 USD. (Page 9)"
43,Mortality,Southeast,RFF-SP,2090,No CC,USD/person,6500,NA,NA,NA,NA,NA,9,Temperature-related premature mortality,"In each region, the largest monetary damages in 2090 are expected from premature mortality associated with changes in temperature, ranging from USD4500 per person in the Southwest to USD6500 per person in the Southeast. (Page 9) Figure 4. Annual US damages in the year 2090 by sector, in order of decreasing mean damages, colored by six sector category groupings. Note the change to the x-axis in each panel. Boxes and whiskers show the 2.5th, 25th, 50th, 75th, and 97.5th percentiles and mean damages (diamonds) across all 10000 projections. Damages are in billions of 2020 USD. (Page 9)"
44,Damages,US,RFF-SP,2090,No CC,billions of 2020 USD,0,NA,2.5%,NA,97.5%,NA,9,See Figure 4 for sectoral damages in 2090,"In each region, the largest monetary damages in 2090 are expected from premature mortality associated with changes in temperature, ranging from USD4500 per person in the Southwest to USD6500 per person in the Southeast. (Page 9) Figure 4. Annual US damages in the year 2090 by sector, in order of decreasing mean damages, colored by six sector category groupings. Note the change to the x-axis in each panel. Boxes and whiskers show the 2.5th, 25th, 50th, 75th, and 97.5th percentiles and mean damages (diamonds) across all 10000 projections. Damages are in billions of 2020 USD. (Page 9)"
45,Damages,National,RFF-SP scenarios,2090,No CC,USD trillions / year,2.9,NA,5%,0.51,95%,12,sourcematerial,Mean climate-driven damages,"Results from FrEDI show that net national damages increase overtime, with mean climate-driven damages estimated to reach USD 2.9 trillion (95 % confidence interval (CI): USD 510 billion to USD 12 trillion) annually by 2090.; Detailed FrEDI results show that for the analyzed sectors the majority of annual long-Term (e.g., 2090) damages are associated with climate change impacts to human health, including mortality attributable to climate-driven changes in temperature and air pollution (sourcematerial) ... The Southeast (all regions are as defined in Fig. 5) is projected to experience the largest annual damages per capita (mean: USD 9300 per person annually; 95 % CI: USD 1800-USD 37 000 per person annually), whereas the smallest damages per capita are expected in the Southwest (mean: USD 6300 per person annually; 95 % CI: USD 840-USD 27 000 per person annually). (sourcematerial) ... Figure 5 ... shows the annual per capita damages (2020 USD per person annually) and the top four sectors with the largest damages in each region. (Page 10)"
