,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
58,Welfare (Laborers),India,1SD Local Rainfall Shock,1967,Pre-shock,%,0.4,NA,25%,NA,NA,NA,p.30,Irrigation at 25th percentile.
59,Welfare (Laborers),India,1SD Local Rainfall Shock,1967,Pre-shock,%,-0.6,NA,50%,NA,NA,NA,p.30,Irrigation at 50th percentile.
60,Welfare (Laborers),India,1SD Local Rainfall Shock,1967,Pre-shock,%,-2.0,NA,75%,NA,NA,NA,p.30,Irrigation at 75th percentile.
61,Welfare (Laborers),India,1SD Local Rainfall Shock,1967,Pre-shock,%,-2.7,NA,25%,NA,NA,NA,p.30,"Irrigation at 25th percentile, 5yr cum."
62,Welfare (Laborers),India,1SD Local Rainfall Shock,1967,Pre-shock,%,-2.1,NA,50%,NA,NA,NA,p.30,"Irrigation at 50th percentile, 5yr cum."
63,Welfare (Laborers),India,1SD Local Rainfall Shock,1967,Pre-shock,%,-1.1,NA,75%,NA,NA,NA,p.30,"Irrigation at 75th percentile, 5yr cum."
64,Welfare (Laborers),India,1SD Regional Rainfall Shock,1967,Pre-shock,%,-5.3,NA,25%,NA,NA,NA,p.30,Irrigation at 25th percentile.
65,Welfare (Laborers),India,1SD Regional Rainfall Shock,1967,Pre-shock,%,-3.4,NA,50%,NA,NA,NA,p.30,Irrigation at 50th percentile.
66,Welfare (Laborers),India,1SD Regional Rainfall Shock,1967,Pre-shock,%,-0.5,NA,75%,NA,NA,NA,p.30,Irrigation at 75th percentile.
67,Welfare (Laborers),India,1SD Regional Rainfall Shock,1967,Pre-shock,%,-4.9,NA,25%,NA,NA,NA,p.30,"Irrigation at 25th percentile, 5yr cum."
68,Welfare (Laborers),India,1SD Regional Rainfall Shock,1967,Pre-shock,%,-3.3,NA,50%,NA,NA,NA,p.30,"Irrigation at 50th percentile, 5yr cum."
69,Welfare (Laborers),India,1SD Regional Rainfall Shock,1967,Pre-shock,%,-0.9,NA,75%,NA,NA,NA,p.30,"Irrigation at 75th percentile, 5yr cum."
70,Welfare (Cultivators),India,1SD Local Rainfall Shock,1967,Pre-shock,%,-14.8,NA,25%,NA,NA,NA,p.30,Irrigation at 25th percentile.
71,Welfare (Cultivators),India,1SD Local Rainfall Shock,1967,Pre-shock,%,-11.6,NA,50%,NA,NA,NA,p.30,Irrigation at 50th percentile.
72,Welfare (Cultivators),India,1SD Local Rainfall Shock,1967,Pre-shock,%,-6.7,NA,75%,NA,NA,NA,p.30,Irrigation at 75th percentile.
73,Welfare (Cultivators),India,1SD Local Rainfall Shock,1967,Pre-shock,%,-1.9,NA,25%,NA,NA,NA,p.30,"Irrigation at 25th percentile, 5yr cum."
74,Welfare (Cultivators),India,1SD Local Rainfall Shock,1967,Pre-shock,%,-1.5,NA,50%,NA,NA,NA,p.30,"Irrigation at 50th percentile, 5yr cum."
75,Welfare (Cultivators),India,1SD Local Rainfall Shock,1967,Pre-shock,%,-0.9,NA,75%,NA,NA,NA,p.30,"Irrigation at 75th percentile, 5yr cum."
76,Welfare (Cultivators),India,1SD Regional Rainfall Shock,1967,Pre-shock,%,-30.7,NA,25%,NA,NA,NA,p.30,Irrigation at 25th percentile.
77,Welfare (Cultivators),India,1SD Regional Rainfall Shock,1967,Pre-shock,%,-21.1,NA,50%,NA,NA,NA,p.30,Irrigation at 50th percentile.
78,Welfare (Cultivators),India,1SD Regional Rainfall Shock,1967,Pre-shock,%,4.1,NA,75%,NA,NA,NA,p.30,Irrigation at 75th percentile.
79,Welfare (Cultivators),India,1SD Regional Rainfall Shock,1967,Pre-shock,%,-2.8,NA,25%,NA,NA,NA,p.30,"Irrigation at 25th percentile, 5yr cum."
80,Welfare (Cultivators),India,1SD Regional Rainfall Shock,1967,Pre-shock,%,-2.1,NA,50%,NA,NA,NA,p.30,"Irrigation at 50th percentile, 5yr cum."
81,Welfare (Cultivators),India,1SD Regional Rainfall Shock,1967,Pre-shock,%,0.8,NA,75%,NA,NA,NA,p.30,"Irrigation at 75th percentile, 5yr cum."
82,Agricultural yield,India,Regional drought,1986,No shock,percent,-30,NA,NA,NA,NA,NA,33,Depending on the local extent of irrigation.
83,Agricultural yield,India,Local drought,1986,No shock,percent,-15,NA,NA,NA,NA,NA,33,Depending on the local extent of irrigation.
84,Wages,India,Regional drought,1986,No shock,percent,-7,NA,NA,NA,NA,NA,33,"Peak decline occurring two years after the drought, lasting up to five years."
85,Food prices,India,Regional drought,1986,No shock,percent,5,NA,NA,NA,NA,NA,33,Prices remain at elevated levels for up to two years.
